StateAbbr,Geolocation,LocationName,Year,Cholesterol screening among adults,High blood pressure among adults,High cholesterol among adults who have ever been screened,Taking medicine to control high blood pressure among adults with high blood pressure
IL,POINT (-88.5896155568299 39.0597062853535),Effingham,2021,82.25,33.15,31.4,70.15
IL,POINT (-89.0242017633246 39.0000991125274),Fayette,2021,78.5,35.5,32.349999999999994,69.9
IL,POINT (-88.2232288965675 40.5969753516825),Ford,2021,83.05000000000001,33.25,31.05,70.1
IL,POINT (-88.9238685944114 37.9921595158738),Franklin,2021,80.6,35.4,33.3,70.65
IL,POINT (-90.2073453702458 40.4727288552896),Fulton,2021,80.5,34.05,32.1,70.65
IL,POINT (-88.2304600206296 37.7624120431912),Gallatin,2021,81.15,35.9,32.9,71.35
IL,POINT (-90.3905037272373 39.3562848923661),Greene,2021,80.85,34.150000000000006,32.25,70.75
IL,POINT (-88.418506343176 41.2852896366779),Grundy,2021,82.4,30.35,30.7,68.55
IL,POINT (-88.5390680927951 38.0815781203156),Hamilton,2021,81.8,34.7,32.4,71.55
IL,POINT (-91.1647865817632 40.4036625382212),Hancock,2021,84.2,33.95,32.650000000000006,71.15
IL,POINT (-88.2668025102845 37.5180553242389),Hardin,2021,82.6,35.55,33.65,71.5
IL,POINT (-90.9250782416312 40.8180498314021),Henderson,2021,83.05000000000001,33.95,32.95,71.35
IL,POINT (-90.1311470026437 41.3531967727209),Henry,2021,82.05,32.5,31.45,69.95
IL,POINT (-87.8244224208504 40.7472630732561),Iroquois,2021,82.1,34.1,32.2,70.95
IL,POINT (-89.3823255393244 37.7849171126003),Jackson,2021,78.4,33.05,30.65,69.9
IL,POINT (-88.1535389702288 39.0104236780171),Jasper,2021,83.35,32.6,32.05,70.55
IL,POINT (-88.9239770198655 38.3004858334764),Jefferson,2021,81.0,34.35,32.0,70.6
IL,POINT (-90.3562462972533 39.0855866355985),Jersey,2021,82.05000000000001,31.450000000000003,31.75,69.65
IL,POINT (-90.2125669942826 42.3657993803909),Jo Daviess,2021,83.05,34.75,33.9,71.25
IL,POINT (-88.8810606161437 37.4595414006534),Johnson,2021,79.65,35.2,32.35,69.6
IL,POINT (-88.4286530053985 41.9388449043496),Kane,2021,84.0,30.75,32.05,69.2
IL,POINT (-87.8618075697507 41.1377350724182),Kankakee,2021,81.85,32.45,31.9,70.65
IL,POINT (-88.4287811608796 41.5907308708057),Kendall,2021,83.3,27.85,29.75,66.55000000000001
IL,POINT (-90.2132758481666 40.9319133522118),Knox,2021,79.8,35.45,32.5,71.25
IL,POINT (-88.8859769215142 41.3440507030561),LaSalle,2021,81.15,33.35,31.450000000000003,69.8
IL,POINT (-88.003802278105 42.3231861408737),Lake,2021,83.9,28.25,29.95,68.55
IL,POINT (-87.7269587583834 38.7204573069594),Lawrence,2021,79.15,35.150000000000006,32.150000000000006,69.2
IL,POINT (-89.3003384748927 41.7461650352863),Lee,2021,82.75,34.0,31.6,70.3
IL,POINT (-88.557798858116 40.891509557855),Livingston,2021,80.2,33.45,32.45,70.2
IL,POINT (-89.3675561148044 40.1245688987964),Logan,2021,81.35,32.05,31.299999999999997,69.8
IL,POINT (-88.9615923987339 39.8598328489155),Macon,2021,82.35,34.85,31.2,71.4
IL,POINT (-89.92462979625 39.260888686793),Macoupin,2021,82.35,33.3,31.95,71.25
IL,POINT (-89.9049552313156 38.829741095185),Madison,2021,83.35,32.9,32.5,70.45
IL,POINT (-88.9190048820085 38.649511311863),Marion,2021,80.8,35.349999999999994,32.6,70.9
IL,POINT (-89.3446681907835 41.0331708888478),Marshall,2021,81.5,33.85,32.2,71.05
IL,POINT (-89.9168506099057 40.2394401010643),Mason,2021,80.44999999999999,34.55,33.15,70.75
IL,POINT (-88.7076683124229 37.2190136066965),Massac,2021,80.75,36.0,33.75,71.30000000000001
IL,POINT (-90.6777808912349 40.4560500734705),McDonough,2021,78.85,32.95,30.5,69.9
IL,POINT (-88.452330230929 42.3244326576623),McHenry,2021,83.75,29.65,29.75,67.8
IL,POINT (-88.847471454861 40.4907543058628),McLean,2021,79.85,30.049999999999997,29.15,69.55
IL,POINT (-89.8015814259198 40.027433354681),Menard,2021,83.9,31.25,31.25,69.5
IL,POINT (-90.7412554728013 41.2053038911071),Mercer,2021,81.35,33.55,32.85,70.75
IL,POINT (-90.1775126381944 38.2783868217588),Monroe,2021,85.6,29.25,30.650000000000002,68.65
IL,POINT (-89.4790825894756 39.2309933254058),Montgomery,2021,80.6,34.650000000000006,32.55,70.3
IL,POINT (-90.2012120575902 39.7155885996371),Morgan,2021,79.15,35.099999999999994,32.2,70.6
IL,POINT (-88.6189863239145 39.6419524353702),Moultrie,2021,79.5,33.15,32.15,69.4
IL,POINT (-89.3207025886073 42.042663795913),Ogle,2021,81.5,33.25,31.8,70.15
IL,POINT (-89.7600231425467 40.7880862751225),Peoria,2021,81.0,32.8,30.1,70.85
IL,POINT (-89.3668215059706 38.084140587643),Perry,2021,78.45,36.7,32.5,70.6
IL,POINT (-88.5911000328928 40.0103482466318),Piatt,2021,83.69999999999999,31.0,31.15,69.6
IL,POINT (-90.8861807489157 39.6225236120318),Pike,2021,81.5,34.5,32.0,71.55000000000001
IL,POINT (-88.5615481821764 37.4125961157653),Pope,2021,81.69999999999999,37.7,34.849999999999994,72.8
IL,POINT (-89.1272504444827 37.2227585561944),Pulaski,2021,80.0,40.0,33.0,73.45
IL,POINT (-89.28567193027 41.2043746603527),Putnam,2021,82.9,32.95,32.65,70.6
IL,POINT (-89.8251663296485 38.0521875484111),Randolph,2021,81.45,34.8,32.25,71.05
IL,POINT (-88.0854899215082 38.7123719010119),Richland,2021,82.05000000000001,33.7,32.3,70.44999999999999
IL,POINT (-90.5677963774347 41.4669850970518),Rock Island,2021,82.15,33.5,30.65,70.94999999999999
IL,POINT (-88.5408109499033 37.7531642187375),Saline,2021,81.4,34.8,32.45,71.35
IL,POINT (-89.6587606853797 39.7581951074678),Sangamon,2021,82.05000000000001,31.9,30.4,71.0
IL,POINT (-90.6156157284893 40.1578013814865),Schuyler,2021,80.85,35.9,33.25,71.05
IL,POINT (-90.4741891291469 39.6439884364877),Scott,2021,82.6,33.900000000000006,32.2,70.65
IL,POINT (-88.8051969036463 39.3913669667087),Shelby,2021,82.15,33.45,32.3,70.65
IL,POINT (-89.9283596665861 38.4702567969275),St. Clair,2021,83.05000000000001,34.2,29.75,72.2
IL,POINT (-89.7976449615692 41.0932041768301),Stark,2021,80.5,33.849999999999994,32.95,70.4
IL,POINT (-89.6623732185214 42.3517284609712),Stephenson,2021,82.7,35.95,32.1,72.15
IL,POINT (-89.5134097940558 40.5075460073332),Tazewell,2021,82.80000000000001,32.2,31.2,68.6
IL,POINT (-89.254700769534 37.4711791963794),Union,2021,82.1,35.2,33.15,71.4
IL,POINT (-87.7328335258318 40.1834823112361),Vermilion,2021,81.95,36.0,32.55,72.35
IL,POINT (-87.8434564794453 38.4466641598799),Wabash,2021,83.35,33.5,32.3,71.4
IL,POINT (-90.6149668081218 40.8488342067712),Warren,2021,81.6,32.3,31.049999999999997,70.15
IL,POINT (-89.4106148709646 38.3525179996094),Washington,2021,82.4,33.400000000000006,32.15,69.9
IL,POINT (-88.4256485146764 38.4296548154976),Wayne,2021,81.15,34.95,32.6,71.15
IL,POINT (-88.1804872408152 38.0871887627669),White,2021,80.75,35.5,33.25,71.6
IL,POINT (-89.9143139022835 41.7561278441727),Whiteside,2021,81.9,33.25,33.25,69.75
IL,POINT (-87.9785576453235 41.4450082302229),Will,2021,84.7,30.950000000000003,30.849999999999998,70.2
IL,POINT (-88.9299128376957 37.730295038346),Williamson,2021,82.80000000000001,33.05,31.95,70.55
IL,POINT (-89.1608960279273 42.3363195500472),Winnebago,2021,81.94999999999999,34.4,30.049999999999997,70.95
IL,POINT (-89.2113386473619 40.7882446452346),Woodford,2021,83.05000000000001,31.4,31.25,69.2
IN,POINT (-84.9366248684735 40.7455253718017),Adams,2021,78.85,35.25,32.9,71.75
IN,POINT (-85.0665615439245 41.0909025820574),Allen,2021,80.6,33.5,31.700000000000003,72.5
IN,POINT (-85.8974189966702 39.205842711807),Bartholomew,2021,83.5,32.25,31.799999999999997,71.7
IN,POINT (-87.3107747843354 40.6063412111328),Benton,2021,80.55000000000001,36.75,33.8,72.25
IN,POINT (-85.3248549068487 40.4736156523133),Blackford,2021,81.5,38.0,34.7,73.3
IN,POINT (-86.4687008265173 40.0508624589323),Boone,2021,83.9,28.299999999999997,31.5,69.35
IN,POINT (-86.2276164308305 39.1964287361074),Brown,2021,83.35,35.1,33.75,72.4
IN,POINT (-86.5631490017914 40.5827244455324),Carroll,2021,83.15,34.3,33.45,71.25
IN,POINT (-86.3459852530457 40.7615633416599),Cass,2021,82.6,35.25,34.55,71.5
IN,POINT (-85.7070564153001 38.4778377949688),Clark,2021,83.15,33.05,31.549999999999997,70.0
IN,POINT (-87.1156970341882 39.3927502534324),Clay,2021,82.4,34.75,33.349999999999994,71.55000000000001
IN,POINT (-86.4752323334524 40.3017954369389),Clinton,2021,82.3,34.2,33.150000000000006,71.5
IN,POINT (-86.4517048200558 38.2922407682641),Crawford,2021,79.35,39.2,35.85,72.15
IN,POINT (-87.0729178813756 38.7024579918795),Daviess,2021,78.8,35.65,33.95,70.9
IN,POINT (-84.9990943080308 41.3976231539291),DeKalb,2021,81.6,33.5,31.65,70.1
IN,POINT (-84.9732604057513 39.1452474357502),Dearborn,2021,83.3,32.8,32.55,70.65
IN,POINT (-85.5010738114489 39.3070538681262),Decatur,2021,80.25,35.2,32.75,70.95
IN,POINT (-85.3968769812267 40.2275345893972),Delaware,2021,79.95,34.849999999999994,34.05,71.7
IN,POINT (-86.87967418654 38.3641061248825),Dubois,2021,81.9,33.6,33.2,71.05
IN,POINT (-85.8587533733708 41.5974196705107),Elkhart,2021,81.45,33.05,31.45,70.65
IN,POINT (-85.178588681036 39.6399780653961),Fayette,2021,79.1,37.95,35.8,72.1
IN,POINT (-85.9067422157132 38.3191788839155),Floyd,2021,83.19999999999999,34.0,32.0,70.95
IN,POINT (-87.2416709976357 40.1211593944806),Fountain,2021,81.15,35.5,34.2,71.15
IN,POINT (-85.0602581204889 39.4147489315124),Franklin,2021,83.44999999999999,33.5,32.5,71.55
IN,POINT (-86.2635207365853 41.0469832521579),Fulton,2021,80.7,34.900000000000006,33.3,71.6
IN,POINT (-87.58529744602 38.3115891747454),Gibson,2021,82.25,34.75,33.3,71.5
IN,POINT (-85.6547339794177 40.5158942573757),Grant,2021,80.65,35.5,32.7,72.6
IN,POINT (-86.9620535060412 39.0363946257394),Greene,2021,82.75,36.150000000000006,34.1,72.4
IN,POINT (-86.0519949848072 40.0724731399412),Hamilton,2021,87.1,28.35,30.849999999999998,68.80000000000001
IN,POINT (-85.7732724399987 39.8234613757197),Hancock,2021,83.9,31.25,32.650000000000006,69.8
IN,POINT (-86.1116122931218 38.1954032875338),Harrison,2021,83.65,33.95,32.7,71.25
IN,POINT (-86.5099930674506 39.7695155217637),Hendricks,2021,85.4,31.2,32.0,71.05
IN,POINT (-85.3964926671803 39.9310913829344),Henry,2021,81.35,35.55,31.900000000000002,71.75
IN,POINT (-86.1168990827682 40.4836015178062),Howard,2021,82.65,35.7,33.1,72.2
IN,POINT (-85.4881271128976 40.829052243995),Huntington,2021,81.15,34.1,34.4,71.5
IN,POINT (-86.0375748165794 38.906408168232),Jackson,2021,80.35,36.2,33.55,70.05000000000001
IN,POINT (-87.1160051742917 41.0230925834005),Jasper,2021,81.45,32.3,32.7,70.94999999999999
IN,POINT (-85.0057727309693 40.4379561738952),Jay,2021,80.65,36.35,33.85,72.35
IN,POINT (-85.4384424424472 38.785587057779),Jefferson,2021,82.7,34.65,33.05,71.35
IN,POINT (-85.627626766198 38.9970771943506),Jennings,2021,81.4,34.9,33.15,70.95
IN,POINT (-86.1015201678262 39.4900191572479),Johnson,2021,83.30000000000001,32.75,32.75,69.7
IN,POINT (-87.4186758135076 38.6897913410139),Knox,2021,80.2,34.25,33.2,71.45
IN,POINT (-85.8607456885205 41.2441073982605),Kosciusko,2021,81.2,31.900000000000002,30.7,70.2
IN,POINT (-85.4265637705832 41.6425933289659),LaGrange,2021,80.4,33.3,32.5,68.6
IN,POINT (-86.7401420264398 41.5460206478626),LaPorte,2021,82.9,34.55,34.4,71.85
IN,POINT (-87.3820486032242 41.4171965042664),Lake,2021,84.44999999999999,35.3,32.7,73.25
IN,POINT (-86.4831953393558 38.8410413548548),Lawrence,2021,81.6,36.45,33.6,71.3
IN,POINT (-85.7193168581081 40.1617332769841),Madison,2021,81.05000000000001,37.099999999999994,34.9,71.5
IN,POINT (-86.1384364601328 39.7816993858149),Marion,2021,82.5,34.05,31.75,72.6
IN,POINT (-86.2617259290156 41.3247781239262),Marshall,2021,82.25,32.4,32.8,71.3
IN,POINT (-86.8031709408232 38.7077721857342),Martin,2021,83.75,34.5,34.8,71.65
IN,POINT (-86.045101263622 40.7694967091827),Miami,2021,78.55000000000001,35.95,34.400000000000006,70.95
IN,POINT (-86.523228001631 39.1608320398439),Monroe,2021,81.25,29.35,29.9,67.5
IN,POINT (-86.8933418094608 40.0403856714469),Montgomery,2021,79.65,33.95,33.8,71.5
IN,POINT (-86.4459386323054 39.4815379764524),Morgan,2021,81.9,33.8,31.9,71.1
IN,POINT (-87.3976361121008 40.9560211312151),Newton,2021,82.19999999999999,34.6,33.55,71.55000000000001
IN,POINT (-85.4175453196001 41.3985984916063),Noble,2021,81.1,34.4,34.4,70.35
IN,POINT (-84.9654176397488 38.9500282087554),Ohio,2021,83.05,35.8,33.95,71.9
IN,POINT (-86.4951451585754 38.5416818190055),Orange,2021,80.6,37.0,34.1,72.25
IN,POINT (-86.8374277565603 39.3128490832372),Owen,2021,80.8,35.8,34.45,72.6
IN,POINT (-87.2066045625594 39.7736299143198),Parke,2021,81.80000000000001,37.4,33.95,73.5
IN,POINT (-86.6381199530206 38.079509981274),Perry,2021,80.55000000000001,34.45,33.0,70.6
IN,POINT (-87.2321871082488 38.3988569399369),Pike,2021,82.25,34.9,34.0,71.8
IN,POINT (-87.0674513182353 41.4608374022855),Porter,2021,82.5,32.55,31.4,69.65
IN,POINT (-87.8686531082596 38.0219288739824),Posey,2021,82.7,34.15,32.05,71.8
IN,POINT (-86.6987353945278 41.0417882461635),Pulaski,2021,80.15,36.849999999999994,35.2,72.1
IN,POINT (-86.8449281371974 39.6662001889294),Putnam,2021,78.94999999999999,33.8,33.849999999999994,70.15
IN,POINT (-85.0113636481771 40.1576285167494),Randolph,2021,80.85,36.4,33.75,72.5
IN,POINT (-85.2622648746429 39.1035416058739),Ripley,2021,81.94999999999999,34.650000000000006,34.35,71.5
IN,POINT (-85.4657626743102 39.6200897065716),Rush,2021,82.15,35.400000000000006,33.15,72.05
IN,POINT (-85.7470610792329 38.6857746467527),Scott,2021,79.85,35.7,33.25,71.6
IN,POINT (-85.791648699326 39.523473809861),Shelby,2021,81.6,33.8,33.8,70.85
IN,POINT (-87.0078072940662 38.014215806549),Spencer,2021,82.9,33.75,33.650000000000006,71.55
IN,POINT (-86.2899346956447 41.6166137389104),St. Joseph,2021,81.75,33.45,30.4,72.1
IN,POINT (-86.6477599855735 41.2809061260175),Starke,2021,81.4,36.6,33.45,72.0
IN,POINT (-85.0008949323746 41.6439136976393),Steuben,2021,83.4,34.2,32.35,70.75
IN,POINT (-87.4139985670225 39.0890540078366),Sullivan,2021,78.8,37.75,33.95,71.75
IN,POINT (-85.0369356650096 38.8262289144782),Switzerland,2021,78.85,36.85,34.45,71.65
IN,POINT (-86.8940552546538 40.3886239103306),Tippecanoe,2021,81.2,29.2,30.3,69.69999999999999
IN,POINT (-86.0518728213484 40.311346847119),Tipton,2021,83.35,33.85,33.4,71.75
IN,POINT (-84.9248945899903 39.6253310156947),Union,2021,81.5,35.150000000000006,33.3,71.9
IN,POINT (-87.5857564542311 38.0253644973075),Vanderburgh,2021,83.35,33.75,33.35,72.9
IN,POINT (-87.4640232421522 39.8540417175235),Vermillion,2021,81.45,35.349999999999994,35.3,72.44999999999999
IN,POINT (-87.3896586546696 39.4308217583187),Vigo,2021,80.65,32.650000000000006,34.599999999999994,70.95
IN,POINT (-85.7939718654264 40.8457345000907),Wabash,2021,81.15,35.75,32.85,72.5
IN,POINT (-87.3534829538668 40.346975973543),Warren,2021,82.19999999999999,36.05,34.4,71.75
IN,POINT (-87.272022712185 38.0922447608573),Warrick,2021,85.1,31.65,32.45,71.5
IN,POINT (-86.1051677230078 38.5998424246535),Washington,2021,80.1,37.650000000000006,32.9,72.55
IN,POINT (-85.0099470794164 39.8643259685154),Wayne,2021,80.44999999999999,39.05,34.8,72.30000000000001
IN,POINT (-85.2212459735228 40.7291871132406),Wells,2021,82.8,32.5,32.25,70.75
IN,POINT (-86.8651715868803 40.7497485532469),White,2021,83.65,34.2,33.25,70.69999999999999
IN,POINT (-85.5049954942885 41.1392446489357),Whitley,2021,83.7,33.05,32.2,71.5
KS,POINT (-95.3017112327545 37.8857027458086),Allen,2021,78.9,36.7,36.599999999999994,71.9
KS,POINT (-95.2933688726568 38.2141931918467),Anderson,2021,80.19999999999999,36.55,36.7,71.4
KS,POINT (-95.3139519927859 39.5314729069169),Atchison,2021,79.7,35.5,34.85,70.2
KS,POINT (-98.6848141558495 37.2289283040021),Barber,2021,82.55,35.6,35.8,73.4
KS,POINT (-98.7563274715367 38.478924410301),Barton,2021,81.55,37.2,35.2,72.2
KS,POINT (-94.8497424122093 37.8551496676803),Bourbon,2021,81.69999999999999,35.6,34.55,72.25
KS,POINT (-95.5642512077165 39.8264977086838),Brown,2021,80.8,36.95,36.35,71.85
KS,POINT (-96.8390701129954 37.7811727404014),Butler,2021,82.0,33.849999999999994,37.75,69.75
KS,POINT (-96.5940239039533 38.302043810592),Chase,2021,80.9,35.2,36.35,71.7
KS,POINT (-96.2453754320248 37.1499822099907),Chautauqua,2021,79.4,39.8,37.400000000000006,72.65
KS,POINT (-94.8462023880387 37.1693093631989),Cherokee,2021,79.30000000000001,39.2,36.7,71.5
KS,POINT (-101.731862459351 39.7858054662886),Cheyenne,2021,79.94999999999999,37.900000000000006,36.0,73.30000000000001
KS,POINT (-99.8196192691957 37.2354754028938),Clark,2021,83.0,34.15,35.25,71.80000000000001
KS,POINT (-97.1651632882433 39.349486209268),Clay,2021,82.2,36.900000000000006,37.0,71.8
KS,POINT (-97.6491868302205 39.4802813599437),Cloud,2021,82.35,33.55,34.3,72.30000000000001
KS,POINT (-95.734075635778 38.2367806739877),Coffey,2021,82.6,34.3,34.6,71.95
KS,POINT (-99.2713364764272 37.1911879051911),Comanche,2021,83.85,34.45,35.1,71.45
KS,POINT (-96.8377428241915 37.2377203761023),Cowley,2021,82.1,36.1,35.45,70.8
KS,POINT (-94.8517833125424 37.5072682724121),Crawford,2021,77.05,34.3,34.7,70.05
KS,POINT (-100.4593927499 39.7846903901936),Decatur,2021,84.0,36.35,35.4,72.55
KS,POINT (-97.1528563755695 38.8662720239337),Dickinson,2021,82.4,32.6,32.05,72.1
KS,POINT (-95.1467594364195 39.7879740207574),Doniphan,2021,80.8,35.0,36.5,70.9
KS,POINT (-95.2923657307524 38.8846878796519),Douglas,2021,77.5,27.05,31.849999999999998,68.80000000000001
KS,POINT (-99.3119785939095 37.8877100264783),Edwards,2021,81.80000000000001,35.55,36.1,71.95
KS,POINT (-96.243708914227 37.4533832396967),Elk,2021,81.5,39.15,38.5,73.1
KS,POINT (-99.317514905956 38.9146675466753),Ellis,2021,79.6,29.25,32.150000000000006,69.5
KS,POINT (-98.2046890800915 38.6968067575173),Ellsworth,2021,82.5,39.099999999999994,37.55,73.2
KS,POINT (-100.737646065991 38.0440536110276),Finney,2021,78.75,33.15,31.700000000000003,68.8
KS,POINT (-99.8881356266966 37.6918220146575),Ford,2021,78.9,35.1,34.3,69.75
KS,POINT (-95.2859733704337 38.5644034171056),Franklin,2021,81.1,33.35,34.7,71.25
KS,POINT (-96.7526296992155 39.002145809178),Geary,2021,77.7,32.599999999999994,30.549999999999997,65.8
KS,POINT (-100.482943577373 38.9158732062786),Gove,2021,81.9,35.35,35.75,71.5
KS,POINT (-99.8835288877432 39.3498825769041),Graham,2021,80.9,39.6,38.0,73.4
KS,POINT (-101.30797577292 37.5622733577485),Grant,2021,80.6,31.599999999999998,33.3,69.2
KS,POINT (-100.437963131755 37.7385173809525),Gray,2021,79.80000000000001,32.55,33.25,69.5
KS,POINT (-101.806029395666 38.4807817939021),Greeley,2021,82.4,33.65,34.75,70.65
KS,POINT (-96.2327016576349 37.8774183333245),Greenwood,2021,81.4,37.650000000000006,36.15,73.0
KS,POINT (-101.79157686823 37.9991796979017),Hamilton,2021,80.5,32.65,33.849999999999994,69.6
KS,POINT (-98.0755750479481 37.1916643247939),Harper,2021,81.45,38.0,36.55,72.7
KS,POINT (-97.4272616589025 38.0431104082728),Harvey,2021,82.0,34.6,34.85,70.3
KS,POINT (-100.871073802866 37.5620393895921),Haskell,2021,79.35,33.4,33.6,70.05000000000001
KS,POINT (-99.8982155444157 38.087845788985),Hodgeman,2021,83.15,33.1,35.4,71.15
KS,POINT (-95.7936987430142 39.4167647961796),Jackson,2021,81.0,36.15,36.65,70.75
KS,POINT (-95.3833179151463 39.2355119930343),Jefferson,2021,83.7,32.650000000000006,35.55,70.5
KS,POINT (-98.2182221957202 39.7847143160624),Jewell,2021,80.2,39.3,37.2,72.94999999999999
KS,POINT (-94.8224767307195 38.8837274899277),Johnson,2021,86.69999999999999,28.6,35.849999999999994,70.2
KS,POINT (-101.320392299611 38.0002497291465),Kearny,2021,78.4,34.7,34.3,69.9
KS,POINT (-98.1363740803927 37.5589239415057),Kingman,2021,82.4,34.4,36.2,71.45
KS,POINT (-99.2857649156588 37.5584165056584),Kiowa,2021,82.94999999999999,33.3,35.900000000000006,71.6
KS,POINT (-95.2976507359037 37.191347992578),Labette,2021,82.05,36.4,36.25,72.15
KS,POINT (-100.46607537017 38.4811944728281),Lane,2021,82.7,36.6,36.5,71.6
KS,POINT (-95.0382345190297 39.1999862996613),Leavenworth,2021,81.94999999999999,33.95,34.0,69.45
KS,POINT (-98.2074536135006 39.0454762196391),Lincoln,2021,83.65,35.85,35.3,72.95
KS,POINT (-94.8430719270276 38.2123289223855),Linn,2021,82.15,35.8,35.35,72.65
KS,POINT (-101.148475037654 38.9173580577205),Logan,2021,81.65,36.15,35.95,71.9
KS,POINT (-96.1526455965195 38.4558714343787),Lyon,2021,78.25,32.3,35.45,69.65
KS,POINT (-97.0970463098724 38.3590216150399),Marion,2021,81.9,35.349999999999994,36.7,70.9
KS,POINT (-96.5228530334659 39.7835675484083),Marshall,2021,80.44999999999999,35.35,35.5,72.2
KS,POINT (-97.6478291852598 38.3916615433825),McPherson,2021,80.75,32.25,34.8,70.45
KS,POINT (-100.365566748715 37.2382604022196),Meade,2021,81.85,33.8,36.2,70.85
KS,POINT (-94.8381736354234 38.5636783083396),Miami,2021,82.44999999999999,31.700000000000003,36.400000000000006,69.35
KS,POINT (-98.208999617985 39.3932591374957),Mitchell,2021,84.0,35.0,34.8,71.65
KS,POINT (-95.7429614607278 37.1924773621516),Montgomery,2021,80.5,36.7,34.8,71.05
KS,POINT (-96.6500910404182 38.6874412816542),Morris,2021,83.25,33.6,33.65,72.05
KS,POINT (-101.799236689048 37.1914039248222),Morton,2021,81.1,35.85,37.349999999999994,70.9
KS,POINT (-96.0140421153943 39.7834139462857),Nemaha,2021,83.3,32.8,33.900000000000006,70.65
KS,POINT (-95.3069948134966 37.5584277161945),Neosho,2021,81.2,35.0,35.15,71.15
KS,POINT (-99.9154733266333 38.4797415683881),Ness,2021,82.9,35.7,37.05,72.5
KS,POINT (-99.9028494592187 39.7844810595208),Norton,2021,81.6,33.05,34.1,70.85
KS,POINT (-95.7269460284304 38.6523024213965),Osage,2021,82.6,35.75,36.35,71.0
KS,POINT (-98.7679100039503 39.3503117317452),Osborne,2021,82.30000000000001,36.9,37.0,72.3
KS,POINT (-97.6502058708467 39.1324546007811),Ottawa,2021,81.8,34.95,36.15,72.45
KS,POINT (-99.2368292701345 38.1811561054533),Pawnee,2021,80.4,36.9,36.400000000000006,71.95
KS,POINT (-99.3467011682148 39.7845978792533),Phillips,2021,81.65,34.2,35.15,72.5
KS,POINT (-96.3425297074575 39.378849403529),Pottawatomie,2021,82.6,31.75,30.950000000000003,70.65
KS,POINT (-98.7391598966299 37.6478610031507),Pratt,2021,81.69999999999999,34.35,33.5,71.85
KS,POINT (-101.076180025598 39.7852449359298),Rawlins,2021,81.4,37.7,36.4,73.35
KS,POINT (-98.086052460433 37.9529762618218),Reno,2021,81.65,36.75,36.650000000000006,70.6
KS,POINT (-97.6502970602076 39.8278397982545),Republic,2021,82.85,37.05,36.7,73.05
KS,POINT (-98.2007483911604 38.3471865068447),Rice,2021,79.9,33.6,35.2,70.6
KS,POINT (-96.735150227287 39.2963177217444),Riley,2021,74.69999999999999,26.799999999999997,28.4,66.85
KS,POINT (-99.3254195838503 39.3502508545605),Rooks,2021,82.5,35.599999999999994,36.0,71.85
KS,POINT (-99.3086414479123 38.5227922552701),Rush,2021,81.05000000000001,37.25,37.55,71.8
KS,POINT (-98.762476916684 38.9146512455974),Russell,2021,82.15,36.4,34.85,72.9
KS,POINT (-97.6497286926184 38.7838683531129),Saline,2021,81.35,36.85,36.0,72.0
KS,POINT (-100.906661843738 38.4822077828267),Scott,2021,81.0,35.2,35.849999999999994,71.35
KS,POINT (-97.4610088651267 37.6847025722059),Sedgwick,2021,79.55000000000001,34.05,35.0,69.5
KS,POINT (-100.850630864337 37.1933271863834),Seward,2021,78.94999999999999,32.7,33.3,69.7
KS,POINT (-95.7561876629467 39.0415011252388),Shawnee,2021,83.35,34.75,37.45,71.65
KS,POINT (-100.441825865543 39.3501816058201),Sheridan,2021,82.55,34.1,36.65,71.6
KS,POINT (-101.719768412866 39.3514737729657),Sherman,2021,82.75,33.2,35.2,70.25
KS,POINT (-98.7856726108241 39.7851738755632),Smith,2021,82.80000000000001,36.6,36.95,72.9
KS,POINT (-98.7176238337755 38.0310391307488),Stafford,2021,82.7,35.9,36.45,71.75
KS,POINT (-101.784271567578 37.5630485558189),Stanton,2021,79.7,36.05,35.65,71.7
KS,POINT (-101.311955090747 37.1922947403018),Stevens,2021,79.35,33.55,34.45,70.05000000000001
KS,POINT (-97.4769068758362 37.2371328924638),Sumner,2021,82.65,34.7,33.55,72.1
KS,POINT (-101.055370482002 39.3510757479227),Thomas,2021,81.9,31.9,32.0,70.9
KS,POINT (-99.8728444769311 38.9146721805298),Trego,2021,83.5,34.5,36.0,72.45
KS,POINT (-96.2047841037931 38.9532749954216),Wabaunsee,2021,83.30000000000001,33.75,35.35,70.7
KS,POINT (-101.76373465007 38.9169062823761),Wallace,2021,84.75,33.95,34.85,72.35
KS,POINT (-97.087472668315 39.7841812438659),Washington,2021,81.95,35.9,37.1,72.3
KS,POINT (-101.347150948459 38.4817825227768),Wichita,2021,81.30000000000001,36.1,35.6,70.80000000000001
KS,POINT (-95.7433443604904 37.5593237323067),Wilson,2021,81.19999999999999,36.85,35.35,72.7
KS,POINT (-95.7401904470548 37.8866480321183),Woodson,2021,81.6,36.55,36.9,72.4
KS,POINT (-94.7650051303517 39.1147931194662),Wyandotte,2021,81.1,37.9,35.65,70.8
KY,POINT (-85.2805346753505 37.1041325531016),Adair,2021,81.15,39.849999999999994,35.65,73.94999999999999
KY,POINT (-86.1908533047186 36.7508119663263),Allen,2021,83.95,38.8,34.75,73.55
KY,POINT (-84.9907572373581 38.0037668325819),Anderson,2021,85.15,35.0,32.55,72.94999999999999
KY,POINT (-88.9992524332607 37.0586730536469),Ballard,2021,83.19999999999999,40.15,35.900000000000006,74.1
